uid,image,was_refined,gcrf_iterations,draft_ppv,final_ppv,draft_npv,final_npv,draft_sensitivity,final_sensitivity,draft_specificity,final_specificity,draft_f1_clinical,final_f1_clinical,draft_chair_i,final_chair_i,draft_chair_s,final_chair_s,draft_truthful_rate,final_truthful_rate,draft_halluc_rate,final_halluc_rate,draft_fabrication,final_fabrication,draft_danger_phrases,final_danger_phrases,draft_contradiction_count,final_contradiction_count,draft_monotone_score,final_monotone_score,draft_is_monotone,final_is_monotone,draft_report_length_words,final_report_length_words,draft_cx_f1,final_cx_f1,draft_cx_hallucination_pct,final_cx_hallucination_pct,final_cx_n_hallucinated,final_cx_n_missed,final_cx_hallucinated_conditions,final_cx_missed_conditions,draft_hallucination_score,hallucination_score,delta_hallucination_score,hallucination_class,final_monotone_score.1,final_npv_h,final_ppv_h,final_sensitivity_h,final_specificity_h,final_chair_i_h,final_chair_s_h,final_truthful_rate_h,final_monotone_score_h,final_is_monotone_h,new_score,new_class,old_score,version
380,380_IM-1911-2001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
389,389_IM-1973-1001.dcm.png,False,1,0.3333,0.3333,0.8889,0.8889,0.6667,0.6667,0.6667,0.6667,0.4444,0.4444,0.6667,0.6667,0.8,0.8,0.2,0.2,0.8,0.8,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,51.33,51.33,0.0,High,0.3333,0.8889,0.3333,0.6667,0.6667,0.6667,0.8,0.2,0.3333,1,46.07,Moderate,51.33,v2+GCRF
392,392_IM-1993-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.3333,0.3333,1,1,40,40,0.8,0.8,0.0,0.0,0,1,,Pleural Effusion,31.5,31.5,0.0,Moderate,0.3333,0.9091,0.5,0.6667,0.8333,0.5,0.4,0.6,0.3333,1,29.23,Low,31.5,v2+GCRF
394,394_IM-2010-1001.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.0,0.0,0,0,23,23,0.0,0.0,0.0,0.0,0,2,,Lung Opacity; No Finding,28.0,28.0,0.0,Low,0.0,0.8,0.6,0.6,0.8,0.4,0.4,0.6,0.0,0,25.4,Low,28.0,v2+GCRF
402,402_IM-2051-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,,,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
408,408_IM-2054-1001.dcm.png,False,1,0.3333,0.3333,0.8889,0.8889,0.6667,0.6667,0.6667,0.6667,0.4444,0.4444,0.6667,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.3333,0.3333,1,1,38,38,0.0,0.0,0.0,0.0,0,2,,Pleural Effusion; No Finding,40.83,40.83,0.0,Moderate,0.3333,0.8889,0.3333,0.6667,0.6667,0.6667,0.5,0.5,0.3333,1,37.67,Moderate,40.83,v2+GCRF
415,415_IM-2058-2002.dcm.png,False,1,0.2,0.2,0.9,0.9,0.5,0.5,0.6923,0.6923,0.2857,0.2857,0.8,0.8,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.0,0.0,0.0,0.0,0,1,,No Finding,39.67,39.67,0.0,Moderate,0.2222,0.9,0.2,0.5,0.6923,0.8,0.3333,0.6667,0.2222,0,34.72,Moderate,39.67,v2+GCRF
419,419_IM-2062-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
421,421_IM-2064-1001.dcm.png,True,2,0.8,0.6667,0.9,0.75,0.8,0.4,0.9,0.9,0.8,0.5,0.2,0.3333,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.6667,0.4,0.0,0.0,0,3,,Consolidation; Pleural Effusion; No Finding,15.75,20.42,4.67,Low,0.2222,0.75,0.6667,0.4,0.9,0.3333,0.25,0.75,0.2222,0,21.77,Low,20.42,v2+GCRF
427,427_IM-2070-1001.dcm.png,True,2,0.6,0.8,0.9,1.0,0.75,1.0,0.8182,0.9091,0.6667,0.8889,0.4,0.2,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.3333,0.75,0.0,0.0,0,2,,Lung Opacity; Support Devices,31.5,15.75,-15.75,Low,0.1111,1.0,0.8,1.0,0.9091,0.2,0.25,0.75,0.1111,0,13.64,Hallucination-Free,15.75,v2+GCRF
430,430_IM-2071-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,2,Pneumothorax,Pleural Effusion; No Finding,50.0,50.0,0.0,High,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,47.4,Moderate,50.0,v2+GCRF
440,440_IM-2078-5005.dcm.png,False,1,0.4,0.4,0.7,0.7,0.4,0.4,0.7,0.7,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,50.0,50.0,1,4,Pneumothorax,Lung Opacity; Pleural Effusion; Pleural Other; No Finding,49.5,49.5,0.0,Moderate,0.2222,0.7,0.4,0.4,0.7,0.6,0.6,0.4,0.2222,0,47.82,Moderate,49.5,v2+GCRF
442,442_IM-2078-1001.dcm.png,False,1,0.0,0.0,0.8,0.8,0.0,0.0,0.6154,0.6154,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,2,,Lung Opacity; Lung Lesion,56.0,56.0,0.0,High,0.2222,0.8,0.0,0.0,0.6154,1.0,0.6,0.4,0.2222,0,49.1,Moderate,56.0,v2+GCRF
454,454_IM-2085-1001.dcm.png,False,1,0.4,0.4,0.8,0.8,0.5,0.5,0.7273,0.7273,0.4444,0.4444,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0.4444,0.4444,1,1,35,35,0.4,0.4,0.0,0.0,0,3,,Cardiomegaly; Pleural Effusion; No Finding,43.5,43.5,0.0,Moderate,0.4444,0.8,0.4,0.5,0.7273,0.6,0.5,0.5,0.4444,1,38.03,Moderate,43.5,v2+GCRF
465,465_IM-2093-0001-0002.dcm.png,False,1,0.3333,0.3333,1.0,1.0,1.0,1.0,0.6923,0.6923,0.5,0.5,0.6667,0.6667,0.8,0.8,0.2,0.2,0.8,0.8,1,1,0,0,0,0,0.3333,0.3333,1,1,27,27,0.6667,0.6667,0.0,0.0,0,1,,Pleural Effusion,51.33,51.33,0.0,High,0.3333,1.0,0.3333,1.0,0.6923,0.6667,0.8,0.2,0.3333,1,44.2,Moderate,51.33,v2+GCRF
471,471_IM-2099-2002.dcm.png,False,1,0.2,0.2,0.9,0.9,0.5,0.5,0.6923,0.6923,0.2857,0.2857,0.8,0.8,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,42.0,42.0,0.0,Moderate,0.2222,0.9,0.2,0.5,0.6923,0.8,0.4,0.6,0.2222,0,36.58,Moderate,42.0,v2+GCRF
478,478_IM-2101-1001-0002.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.8,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,0,,,61.25,43.75,-17.5,Moderate,0.2222,1.0,0.0,0.0,0.8,1.0,0.25,0.75,0.2222,0,34.82,Moderate,43.75,v2+GCRF
479,479_IM-2102-1001.dcm.png,True,2,0.6,0.75,0.7,0.7273,0.5,0.5,0.7778,0.8889,0.5455,0.6,0.4,0.25,0.4,0.25,0.6,0.75,0.4,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.4,0.6667,0.0,0.0,0,2,,Lung Opacity; No Finding,28.0,17.5,-10.5,Low,0.2222,0.7273,0.75,0.5,0.8889,0.25,0.25,0.75,0.2222,0,20.2,Low,17.5,v2+GCRF
482,482_IM-2106-2001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.3333,0.3333,0.0,0.0,0,4,,Consolidation; Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
484,484_IM-2108-1001.dcm.png,False,1,0.2,0.2,1.0,1.0,1.0,1.0,0.7143,0.7143,0.3333,0.3333,0.8,0.8,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,,,42.0,42.0,0.0,Moderate,0.2222,1.0,0.2,1.0,0.7143,0.8,0.4,0.6,0.2222,0,34.91,Moderate,42.0,v2+GCRF
493,493_IM-2113-1001.dcm.png,False,1,0.4,0.4,0.8,0.8,0.5,0.5,0.7273,0.7273,0.4444,0.4444,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.0,0.0,50.0,50.0,1,3,Pneumothorax,Pleural Effusion; Support Devices; No Finding,46.0,46.0,0.0,Moderate,0.2222,0.8,0.4,0.5,0.7273,0.6,0.5,0.5,0.2222,0,43.3,Moderate,46.0,v2+GCRF
497,497_IM-2114-1001.dcm.png,True,2,0.4,0.6667,0.7,0.75,0.4,0.4,0.7,0.9,0.4,0.5,0.6,0.3333,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.4,0.0,0.0,0,3,,Lung Lesion; Edema; Pleural Effusion,47.25,20.42,-26.83,Low,0.2222,0.75,0.6667,0.4,0.9,0.3333,0.25,0.75,0.2222,0,21.77,Low,20.42,v2+GCRF
502,502_IM-2120-1001.dcm.png,True,2,0.8,0.6667,0.8,0.6667,0.6667,0.3333,0.8889,0.8889,0.7273,0.4444,0.2,0.3333,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.5714,0.3333,0.0,0.0,0,4,,Lung Lesion; Consolidation; Pleural Effusion; Fracture,15.75,20.42,4.67,Low,0.2222,0.6667,0.6667,0.3333,0.8889,0.3333,0.25,0.75,0.2222,0,23.11,Low,20.42,v2+GCRF
508,508_IM-2125-1001.dcm.png,False,1,1.0,1.0,0.9,0.9,0.8333,0.8333,1.0,1.0,0.9091,0.9091,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0.2222,0.2222,0,0,26,26,0.8,0.8,0.0,0.0,0,1,,No Finding,0.0,0.0,0.0,Hallucination-Free,0.2222,0.9,1.0,0.8333,1.0,0.0,0.0,1.0,0.2222,0,3.72,Hallucination-Free,0.0,v2+GCRF
513,513_IM-2128-1001.dcm.png,False,1,0.6667,0.6667,0.6667,0.6667,0.5714,0.5714,0.75,0.75,0.6154,0.6154,0.3333,0.3333,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.0,0.0,50.0,50.0,1,5,Pneumothorax,Lung Lesion; Consolidation; Pleural Other; Support Devices; No Finding,33.17,33.17,0.0,Moderate,0.3333,0.6667,0.6667,0.5714,0.75,0.3333,0.4,0.6,0.3333,1,37.03,Moderate,33.17,v2+GCRF
518,518_IM-2131-1001.dcm.png,True,2,0.7143,0.8,1.0,0.9,1.0,0.8,0.8,0.9,0.8333,0.8,0.2857,0.2,0.4286,0.2,0.5714,0.8,0.4286,0.2,1,1,0,0,0,0,0.2222,0.2222,0,0,50,38,0.5714,0.6667,20.0,0.0,0,2,,Support Devices; No Finding,28.0,14.0,-14.0,Hallucination-Free,0.2222,0.9,0.8,0.8,0.9,0.2,0.2,0.8,0.2222,0,14.92,Hallucination-Free,14.0,v2+GCRF
525,525_IM-2136-1001.dcm.png,False,1,0.25,0.25,0.8182,0.8182,0.3333,0.3333,0.75,0.75,0.2857,0.2857,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,3,,Enlarged Cardiomediastinum; Lung Lesion; Pleural Effusion,43.75,43.75,0.0,Moderate,0.2222,0.8182,0.25,0.3333,0.75,0.75,0.5,0.5,0.2222,0,38.95,Moderate,43.75,v2+GCRF
527,527_IM-2137-1001.dcm.png,False,1,0.6,0.6,0.9,0.9,0.75,0.75,0.8182,0.8182,0.6667,0.6667,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; Pleural Effusion,25.67,25.67,0.0,Low,0.2222,0.9,0.6,0.75,0.8182,0.4,0.3333,0.6667,0.2222,0,24.11,Low,25.67,v2+GCRF
531,531_IM-2140-1001.dcm.png,False,1,0.6,0.6,0.9,0.9,0.75,0.75,0.8182,0.8182,0.6667,0.6667,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.3333,0.3333,50.0,50.0,1,3,Consolidation,Pleural Effusion; Fracture; Support Devices,35.5,35.5,0.0,Moderate,0.2222,0.9,0.6,0.75,0.8182,0.4,0.4,0.6,0.2222,0,33.48,Moderate,35.5,v2+GCRF
533,533_IM-2140-1001.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.3333,0.3333,1,1,22,22,0.3333,0.3333,50.0,50.0,1,3,Pneumothorax,Lung Lesion; Pleural Effusion; Support Devices,39.0,39.0,0.0,Moderate,0.3333,0.8,0.6,0.6,0.8,0.4,0.5,0.5,0.3333,1,39.03,Moderate,39.0,v2+GCRF
537,537_IM-2143-1001.dcm.png,True,2,0.4,0.5,0.9,0.9091,0.6667,0.6667,0.75,0.8333,0.5,0.5714,0.6,0.5,0.6,0.5,0.4,0.5,0.6,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.4,50.0,50.0,1,2,Pneumothorax,Support Devices; No Finding,49.5,42.5,-7.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,38.42,Moderate,42.5,v2+GCRF
541,541_IM-2147-1001.dcm.png,False,1,0.75,0.75,0.8182,0.8182,0.6,0.6,0.9,0.9,0.6667,0.6667,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.3333,0.3333,1,1,21,21,0.4,0.4,0.0,0.0,0,3,,Fracture; Support Devices; No Finding,17.5,17.5,0.0,Low,0.3333,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.3333,1,19.86,Low,17.5,v2+GCRF
549,549_IM-2153-1001.dcm.png,True,2,0.4,0.75,0.7,0.8182,0.4,0.6,0.7,0.9,0.4,0.6667,0.6,0.25,0.6,0.2,0.4,0.8,0.6,0.2,1,1,0,0,0,0,0.1111,0.2222,0,0,24,41,0.2857,0.6667,0.0,0.0,0,3,,Lung Opacity; Pleural Other; Support Devices,42.0,15.75,-26.25,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.2,0.8,0.2222,0,17.35,Low,15.75,v2+GCRF
552,552_IM-2155-1001.dcm.png,True,2,0.6,0.6667,0.9,0.8333,0.75,0.5,0.8182,0.9091,0.6667,0.5714,0.4,0.3333,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.3333,0.0,50.0,100.0,1,4,Pneumothorax,Consolidation; Pleural Effusion; Support Devices; No Finding,39.0,35.42,-3.58,Moderate,0.2222,0.8333,0.6667,0.5,0.9091,0.3333,0.25,0.75,0.2222,0,35.45,Moderate,35.42,v2+GCRF
553,553_IM-2155-2001.dcm.png,False,1,0.8,0.8,1.0,1.0,1.0,1.0,0.9091,0.9091,0.8889,0.8889,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,50.0,50.0,1,2,Pneumothorax,Lung Opacity; Pleural Effusion,21.5,21.5,0.0,Low,0.2222,1.0,0.8,1.0,0.9091,0.2,0.2,0.8,0.2222,0,20.85,Low,21.5,v2+GCRF
556,556_IM-2156-1001-0002.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.0,0.0,0.0,0.0,0,0,,,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.5,0.5,0.2222,0,42.89,Moderate,52.5,v2+GCRF
576,576_IM-2174-1001.dcm.png,False,1,0.4,0.4,0.8,0.8,0.5,0.5,0.7273,0.7273,0.4444,0.4444,0.6,0.6,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.3333,0.3333,0.0,0.0,0,4,,Cardiomegaly; Atelectasis; Pleural Effusion; Support Devices,32.67,32.67,0.0,Moderate,0.2222,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.2222,0,31.14,Moderate,32.67,v2+GCRF
580,580_IM-2177-2002.dcm.png,True,2,0.2,0.4,0.9,1.0,0.5,1.0,0.6923,0.7692,0.2857,0.5714,0.8,0.6,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.0,1.0,0.0,0.0,0,0,,,45.5,29.75,-15.75,Low,0.1111,1.0,0.4,1.0,0.7692,0.6,0.25,0.75,0.1111,0,24.36,Low,29.75,v2+GCRF
584,584_IM-2181-1001.dcm.png,False,1,0.75,0.75,0.8182,0.8182,0.6,0.6,0.9,0.9,0.6667,0.6667,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Consolidation; No Finding,17.5,17.5,0.0,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,18.75,Low,17.5,v2+GCRF
587,587_IM-2182-2001.dcm.png,False,1,0.6667,0.6667,0.8889,0.8889,0.8,0.8,0.8,0.8,0.7273,0.7273,0.3333,0.3333,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.0,0.0,50.0,50.0,1,3,Pneumothorax,Consolidation; Support Devices; No Finding,33.17,33.17,0.0,Moderate,0.3333,0.8889,0.6667,0.8,0.8,0.3333,0.4,0.6,0.3333,1,33.3,Moderate,33.17,v2+GCRF
589,589_IM-2183-1001.dcm.png,True,2,0.4,0.6667,0.7,0.75,0.4,0.4,0.7,0.9,0.4,0.5,0.6,0.3333,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.4,0.0,0.0,0,3,,Lung Lesion; Edema; Pleural Effusion,47.25,20.42,-26.83,Low,0.2222,0.75,0.6667,0.4,0.9,0.3333,0.25,0.75,0.2222,0,21.77,Low,20.42,v2+GCRF
590,590_IM-2185-2001.dcm.png,False,1,0.8333,0.8333,0.7778,0.7778,0.7143,0.7143,0.875,0.875,0.7692,0.7692,0.1667,0.1667,0.2,0.2,0.8,0.8,0.2,0.2,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.2857,0.2857,50.0,50.0,1,4,Pneumothorax,Lung Opacity; Pneumonia; Support Devices; No Finding,20.33,20.33,0.0,Low,0.3333,0.7778,0.8333,0.7143,0.875,0.1667,0.2,0.8,0.3333,1,24.77,Low,20.33,v2+GCRF
594,594_IM-2187-1001.dcm.png,False,1,0.2,0.2,0.9,0.9,0.5,0.5,0.6923,0.6923,0.2857,0.2857,0.8,0.8,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,50.0,50.0,1,1,Pneumothorax,Atelectasis,56.5,56.5,0.0,High,0.2222,0.9,0.2,0.5,0.6923,0.8,0.6,0.4,0.2222,0,49.68,Moderate,56.5,v2+GCRF
596,596_IM-2188-26001.dcm.png,True,2,0.4,0.6,0.9,1.0,0.6667,1.0,0.75,0.8333,0.5,0.75,0.6,0.4,0.5,0.3333,0.5,0.6667,0.5,0.3333,1,1,0,0,0,0,0.0,0.2222,0,0,49,47,0.0,0.6667,0.0,25.0,1,0,Pneumothorax,,38.5,29.42,-9.08,Low,0.2222,1.0,0.6,1.0,0.8333,0.4,0.3333,0.6667,0.2222,0,26.24,Low,29.42,v2+GCRF
604,604_IM-2193-1001.dcm.png,True,2,0.8,0.75,0.9,0.8182,0.8,0.6,0.9,0.9,0.8,0.6667,0.2,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.3333,0.0,50.0,1,3,Pleural Effusion,Lung Opacity; Support Devices; No Finding,15.75,25.0,9.25,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,26.25,Low,25.0,v2+GCRF
608,608_IM-2196-1001.dcm.png,False,1,0.5,0.5,0.6667,0.6667,0.5,0.5,0.6667,0.6667,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,27,27,0.5,0.5,0.0,0.0,0,2,,Fracture; No Finding,38.5,38.5,0.0,Moderate,0.3333,0.6667,0.5,0.5,0.6667,0.5,0.6,0.4,0.3333,1,39.8,Moderate,38.5,v2+GCRF
622,622_IM-2204-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.7333,0.7333,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,0,,,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.7333,1.0,0.5,0.5,0.2222,0,42.36,Moderate,52.5,v2+GCRF
633,633_IM-2213-1001.dcm.png,True,2,0.8,1.0,0.9,0.8333,0.8,0.6,0.9,1.0,0.8,0.75,0.2,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1,0,0,0,0,0,0.2222,0.2222,0,0,20,26,0.8,0.5,0.0,0.0,0,2,,Consolidation; No Finding,15.75,0.0,-15.75,Hallucination-Free,0.2222,0.8333,1.0,0.6,1.0,0.0,0.0,1.0,0.2222,0,4.72,Hallucination-Free,0.0,v2+GCRF
636,636_IM-2215-1001.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.1111,0.1111,0,0,40,40,0.0,0.0,33.33,33.33,1,1,Pleural Effusion,Atelectasis,30.67,30.67,0.0,Moderate,0.1111,0.8,0.6,0.6,0.8,0.4,0.3333,0.6667,0.1111,0,29.64,Low,30.67,v2+GCRF
637,637_IM-2216-4001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,,,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
639,639_IM-2218-1001.dcm.png,True,2,0.8,1.0,0.9,0.8333,0.8,0.6,0.9,1.0,0.8,0.75,0.2,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1,0,0,0,0,0,0.2222,0.2222,0,0,20,26,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; No Finding,15.75,0.0,-15.75,Hallucination-Free,0.2222,0.8333,1.0,0.6,1.0,0.0,0.0,1.0,0.2222,0,4.72,Hallucination-Free,0.0,v2+GCRF
646,646_IM-2225-1001.dcm.png,False,1,0.75,0.75,0.9091,0.9091,0.75,0.75,0.9091,0.9091,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,1,Pneumothorax,No Finding,32.5,32.5,0.0,Moderate,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,32.31,Moderate,32.5,v2+GCRF
648,648_IM-2226-4004.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.3333,0.3333,0.0,0.0,0,4,,Lung Opacity; Pleural Effusion; Fracture; No Finding,28.0,28.0,0.0,Low,0.2222,0.8,0.6,0.6,0.8,0.4,0.4,0.6,0.2222,0,27.62,Low,28.0,v2+GCRF
649,649_IM-2227-1001.dcm.png,False,1,0.5,0.5,0.8889,0.8889,0.75,0.75,0.7273,0.7273,0.6,0.6,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,38.5,38.5,0.0,Moderate,0.3333,0.8889,0.5,0.75,0.7273,0.5,0.6,0.4,0.3333,1,35.98,Moderate,38.5,v2+GCRF
